budget,condition,heads,layers,model_result,seed,status,width
4,O1,1,4,False,11,planned_accelerator,64
4,O2,1,4,False,11,planned_accelerator,64
4,O3,1,4,False,11,planned_accelerator,64
4,O0,1,4,False,23,planned_accelerator,64
4,O1,1,4,False,23,planned_accelerator,64
4,O2,1,4,False,23,planned_accelerator,64
4,O3,1,4,False,23,planned_accelerator,64
4,O0,1,4,False,37,planned_accelerator,64
4,O1,1,4,False,37,planned_accelerator,64
4,O2,1,4,False,37,planned_accelerator,64
4,O3,1,4,False,37,planned_accelerator,64
1,O0,2,4,False,11,planned_accelerator,64
1,O1,2,4,False,11,planned_accelerator,64
1,O2,2,4,False,11,planned_accelerator,64
1,O3,2,4,False,11,planned_accelerator,64
1,O0,2,4,False,23,planned_accelerator,64
1,O1,2,4,False,23,planned_accelerator,64
1,O2,2,4,False,23,planned_accelerator,64
1,O3,2,4,False,23,planned_accelerator,64
1,O0,2,4,False,37,planned_accelerator,64
1,O1,2,4,False,37,planned_accelerator,64
1,O2,2,4,False,37,planned_accelerator,64
1,O3,2,4,False,37,planned_accelerator,64
2,O0,2,4,False,11,planned_accelerator,64
2,O1,2,4,False,11,planned_accelerator,64
2,O2,2,4,False,11,planned_accelerator,64
2,O3,2,4,False,11,planned_accelerator,64
2,O0,2,4,False,23,planned_accelerator,64
2,O1,2,4,False,23,planned_accelerator,64
2,O2,2,4,False,23,planned_accelerator,64
2,O3,2,4,False,23,planned_accelerator,64
2,O0,2,4,False,37,planned_accelerator,64
2,O1,2,4,False,37,planned_accelerator,64
2,O2,2,4,False,37,planned_accelerator,64
2,O3,2,4,False,37,planned_accelerator,64
4,O0,2,4,False,11,planned_accelerator,64
4,O1,2,4,False,11,planned_accelerator,64
4,O2,2,4,False,11,planned_accelerator,64
4,O3,2,4,False,11,planned_accelerator,64
4,O0,2,4,False,23,planned_accelerator,64
4,O1,2,4,False,23,planned_accelerator,64
4,O2,2,4,False,23,planned_accelerator,64
4,O3,2,4,False,23,planned_accelerator,64
4,O0,2,4,False,37,planned_accelerator,64
4,O1,2,4,False,37,planned_accelerator,64
4,O2,2,4,False,37,planned_accelerator,64
4,O3,2,4,False,37,planned_accelerator,64
1,O0,4,4,False,11,planned_accelerator,64
1,O1,4,4,False,11,planned_accelerator,64
1,O2,4,4,False,11,planned_accelerator,64
1,O3,4,4,False,11,planned_accelerator,64
1,O0,4,4,False,23,planned_accelerator,64
1,O1,4,4,False,23,planned_accelerator,64
1,O2,4,4,False,23,planned_accelerator,64
1,O3,4,4,False,23,planned_accelerator,64
1,O0,4,4,False,37,planned_accelerator,64
1,O1,4,4,False,37,planned_accelerator,64
1,O2,4,4,False,37,planned_accelerator,64
1,O3,4,4,False,37,planned_accelerator,64
2,O0,4,4,False,11,planned_accelerator,64
2,O1,4,4,False,11,planned_accelerator,64
2,O2,4,4,False,11,planned_accelerator,64
2,O3,4,4,False,11,planned_accelerator,64
2,O0,4,4,False,23,planned_accelerator,64
2,O1,4,4,False,23,planned_accelerator,64
2,O2,4,4,False,23,planned_accelerator,64
2,O3,4,4,False,23,planned_accelerator,64
2,O0,4,4,False,37,planned_accelerator,64
2,O1,4,4,False,37,planned_accelerator,64
2,O2,4,4,False,37,planned_accelerator,64
2,O3,4,4,False,37,planned_accelerator,64
4,O0,4,4,False,11,planned_accelerator,64
4,O1,4,4,False,11,planned_accelerator,64
4,O2,4,4,False,11,planned_accelerator,64
4,O3,4,4,False,11,planned_accelerator,64
4,O0,4,4,False,23,planned_accelerator,64
4,O1,4,4,False,23,planned_accelerator,64
4,O2,4,4,False,23,planned_accelerator,64
4,O3,4,4,False,23,planned_accelerator,64
4,O0,4,4,False,37,planned_accelerator,64
4,O1,4,4,False,37,planned_accelerator,64
4,O2,4,4,False,37,planned_accelerator,64
4,O3,4,4,False,37,planned_accelerator,64
