condition,correct,example_id,margin,prediction,rank,seed,target
fact_mismatch,1,985,13.55122184753418,6,1,11,6
rule_lhs_mismatch,1,986,14.286703109741211,6,1,11,6
consequent_swap,0,987,-13.789281845092773,6,74,11,89
entailed,0,988,-31.79911994934082,6,84,11,90
fact_mismatch,1,989,15.940139770507812,6,1,11,6
rule_lhs_mismatch,1,990,15.835289001464844,6,1,11,6
consequent_swap,0,991,-9.485616683959961,6,51,11,74
entailed,0,992,-7.699799537658691,6,20,11,86
fact_mismatch,1,993,16.845966339111328,6,1,11,6
rule_lhs_mismatch,1,994,16.297420501708984,6,1,11,6
consequent_swap,0,995,-10.029546737670898,6,34,11,72
entailed,0,996,-12.314401626586914,39,69,11,102
fact_mismatch,1,997,15.473028182983398,6,1,11,6
rule_lhs_mismatch,1,998,13.691438674926758,6,1,11,6
consequent_swap,0,999,-1.6064558029174805,6,3,11,76
entailed,0,1000,-33.61500549316406,6,80,11,99
fact_mismatch,1,1001,14.525793075561523,6,1,11,6
rule_lhs_mismatch,1,1002,16.646770477294922,6,1,11,6
consequent_swap,0,1003,-3.9359426498413086,6,6,11,93
entailed,0,1004,-10.67533016204834,6,17,11,77
fact_mismatch,1,1005,13.838801383972168,6,1,11,6
rule_lhs_mismatch,1,1006,16.5293025970459,6,1,11,6
consequent_swap,0,1007,-33.61500549316406,6,80,11,99
entailed,0,1008,-11.966425895690918,39,67,11,102
fact_mismatch,1,1009,16.718055725097656,6,1,11,6
rule_lhs_mismatch,1,1010,15.759475708007812,6,1,11,6
consequent_swap,1,1011,2.296457290649414,82,1,11,82
entailed,0,1012,-5.731266021728516,6,25,11,96
fact_mismatch,1,1013,16.367095947265625,6,1,11,6
rule_lhs_mismatch,1,1014,12.124554634094238,6,1,11,6
consequent_swap,1,1015,1.3222885131835938,99,1,11,99
entailed,0,1016,-20.563373565673828,6,7,11,88
fact_mismatch,1,1017,14.693497657775879,6,1,11,6
rule_lhs_mismatch,1,1018,10.183004379272461,6,1,11,6
consequent_swap,0,1019,-16.40786361694336,6,85,11,84
entailed,0,1020,-39.908878326416016,6,96,11,89
fact_mismatch,1,1021,13.692829132080078,6,1,11,6
rule_lhs_mismatch,1,1022,12.941779136657715,6,1,11,6
consequent_swap,0,1023,-4.161248207092285,6,14,11,83
entailed,0,0,-2.4258079528808594,10,3,23,91
fact_mismatch,1,1,31.10662269592285,6,1,23,6
rule_lhs_mismatch,1,2,27.59002113342285,6,1,23,6
consequent_swap,1,3,1.058762550354004,99,1,23,99
entailed,0,4,-40.07720947265625,6,80,23,82
fact_mismatch,1,5,29.11920166015625,6,1,23,6
rule_lhs_mismatch,1,6,33.65533447265625,6,1,23,6
consequent_swap,0,7,-23.79656982421875,6,8,23,91
entailed,0,8,-2.9198856353759766,6,2,23,89
fact_mismatch,1,9,31.355388641357422,6,1,23,6
rule_lhs_mismatch,1,10,30.998289108276367,6,1,23,6
consequent_swap,0,11,-7.99120569229126,47,18,23,88
entailed,0,12,-29.06592559814453,6,22,23,87
fact_mismatch,1,13,21.726478576660156,6,1,23,6
rule_lhs_mismatch,1,14,29.525177001953125,6,1,23,6
consequent_swap,0,15,-29.097753524780273,6,30,23,100
entailed,0,16,-54.384910583496094,6,99,23,85
fact_mismatch,1,17,30.755859375,6,1,23,6
rule_lhs_mismatch,1,18,29.68834114074707,6,1,23,6
consequent_swap,0,19,-11.144786834716797,57,39,23,102
entailed,0,20,-32.58470153808594,6,8,23,89
fact_mismatch,1,21,30.66869354248047,6,1,23,6
rule_lhs_mismatch,1,22,25.92624282836914,6,1,23,6
consequent_swap,0,23,-6.476008415222168,58,6,23,100
entailed,0,24,-13.653619766235352,6,11,23,81
fact_mismatch,1,25,26.331247329711914,6,1,23,6
rule_lhs_mismatch,1,26,29.794532775878906,6,1,23,6
consequent_swap,0,27,-23.748844146728516,6,11,23,71
entailed,0,28,-28.986696243286133,6,14,23,91
fact_mismatch,1,29,29.841106414794922,6,1,23,6
rule_lhs_mismatch,1,30,28.301971435546875,6,1,23,6
consequent_swap,0,31,-11.144786834716797,57,39,23,102
entailed,0,32,-10.919466972351074,42,41,23,102
fact_mismatch,1,33,28.07392692565918,6,1,23,6
rule_lhs_mismatch,1,34,31.548274993896484,6,1,23,6
consequent_swap,0,35,-9.698385238647461,54,20,23,97
entailed,0,36,-22.689395904541016,6,4,23,89
fact_mismatch,1,37,24.493396759033203,6,1,23,6
rule_lhs_mismatch,1,38,31.10464096069336,6,1,23,6
consequent_swap,0,39,-24.573637008666992,6,5,23,89
entailed,0,40,-37.89180374145508,6,75,23,82
fact_mismatch,1,41,20.98678970336914,6,1,23,6
rule_lhs_mismatch,1,42,28.399089813232422,6,1,23,6
consequent_swap,0,43,-16.12325668334961,6,2,23,99
entailed,1,44,4.7592926025390625,83,1,23,83
fact_mismatch,1,45,27.548389434814453,6,1,23,6
rule_lhs_mismatch,1,46,23.03476333618164,6,1,23,6
consequent_swap,0,47,-16.023237228393555,6,34,23,97
entailed,0,48,-49.460479736328125,6,88,23,92
fact_mismatch,1,49,9.931877136230469,6,1,23,6
rule_lhs_mismatch,1,50,28.908082962036133,6,1,23,6
consequent_swap,0,51,-30.550006866455078,6,13,23,91
entailed,0,52,-15.288923263549805,6,2,23,74
fact_mismatch,1,53,29.727970123291016,6,1,23,6
rule_lhs_mismatch,1,54,26.468935012817383,6,1,23,6
consequent_swap,0,55,-24.577327728271484,6,8,23,91
entailed,0,56,-30.960927963256836,6,46,23,97
fact_mismatch,1,57,18.183795928955078,6,1,23,6
rule_lhs_mismatch,1,58,28.514196395874023,6,1,23,6
consequent_swap,0,59,-40.55022048950195,6,31,23,94
entailed,0,60,-22.147682189941406,6,4,23,80
fact_mismatch,1,61,31.0938663482666,6,1,23,6
rule_lhs_mismatch,1,62,29.6053466796875,6,1,23,6
consequent_swap,0,63,-1.3839855194091797,16,3,23,89
entailed,0,64,-44.89786148071289,6,69,23,84
fact_mismatch,1,65,26.836496353149414,6,1,23,6
rule_lhs_mismatch,1,66,30.104379653930664,6,1,23,6
consequent_swap,0,67,-28.8039493560791,6,16,23,72
entailed,0,68,-32.16299057006836,6,93,23,78
fact_mismatch,1,69,31.464031219482422,6,1,23,6
rule_lhs_mismatch,1,70,15.939868927001953,6,1,23,6
consequent_swap,0,71,-28.776657104492188,6,22,23,94
entailed,0,72,-40.07720947265625,6,80,23,82
fact_mismatch,1,73,19.460735321044922,6,1,23,6
rule_lhs_mismatch,1,74,28.802295684814453,6,1,23,6
consequent_swap,0,75,-10.345775604248047,6,2,23,74
entailed,0,76,-3.351654052734375,57,3,23,98
fact_mismatch,1,77,25.90064239501953,6,1,23,6
rule_lhs_mismatch,1,78,15.133090019226074,6,1,23,6
consequent_swap,0,79,-4.909827709197998,15,12,23,95
entailed,0,80,-24.6519775390625,6,5,23,99
fact_mismatch,1,81,33.178306579589844,6,1,23,6
rule_lhs_mismatch,1,82,29.305776596069336,6,1,23,6
consequent_swap,0,83,-22.01573371887207,6,60,23,76
entailed,0,84,-42.387718200683594,6,40,23,87
fact_mismatch,1,85,30.621986389160156,6,1,23,6
rule_lhs_mismatch,1,86,24.307533264160156,6,1,23,6
consequent_swap,0,87,-29.6712646484375,6,14,23,71
entailed,0,88,-16.914459228515625,6,17,23,100
fact_mismatch,1,89,33.01188659667969,6,1,23,6
rule_lhs_mismatch,1,90,24.970905303955078,6,1,23,6
consequent_swap,1,91,1.2816972732543945,79,1,23,79
entailed,0,92,-23.044748306274414,6,22,23,91
fact_mismatch,1,93,27.223037719726562,6,1,23,6
rule_lhs_mismatch,1,94,29.19481086730957,6,1,23,6
consequent_swap,0,95,-26.76113510131836,6,33,23,87
entailed,0,96,-21.23615264892578,6,2,23,79
fact_mismatch,1,97,29.091575622558594,6,1,23,6
rule_lhs_mismatch,1,98,27.193592071533203,6,1,23,6
consequent_swap,0,99,-7.003631591796875,6,2,23,90
entailed,0,100,-4.367266654968262,17,9,23,96
fact_mismatch,1,101,25.79861068725586,6,1,23,6
rule_lhs_mismatch,1,102,27.263729095458984,6,1,23,6
consequent_swap,0,103,-14.533327102661133,6,9,23,96
entailed,0,104,-20.387544631958008,6,47,23,84
fact_mismatch,1,105,25.657917022705078,6,1,23,6
rule_lhs_mismatch,1,106,31.094663619995117,6,1,23,6
consequent_swap,0,107,-5.200954437255859,54,2,23,82
entailed,0,108,-22.46096420288086,6,72,23,78
fact_mismatch,1,109,28.151222229003906,6,1,23,6
rule_lhs_mismatch,1,110,28.85910415649414,6,1,23,6
consequent_swap,0,111,-26.6491641998291,6,43,23,102
entailed,0,112,-35.41603088378906,6,60,23,98
fact_mismatch,1,113,26.792530059814453,6,1,23,6
rule_lhs_mismatch,1,114,30.350656509399414,6,1,23,6
consequent_swap,0,115,-18.746015548706055,6,2,23,74
entailed,0,116,-30.17245864868164,6,11,23,86
fact_mismatch,1,117,22.06125259399414,6,1,23,6
rule_lhs_mismatch,1,118,21.567842483520508,6,1,23,6
consequent_swap,0,119,-10.590137481689453,10,51,23,82
entailed,0,120,-14.533327102661133,6,9,23,96
fact_mismatch,1,121,28.378936767578125,6,1,23,6
rule_lhs_mismatch,1,122,6.831545829772949,6,1,23,6
consequent_swap,0,123,-27.545061111450195,6,32,23,96
entailed,1,124,1.446685791015625,83,1,23,83
fact_mismatch,1,125,28.3968448638916,6,1,23,6
rule_lhs_mismatch,1,126,27.76410675048828,6,1,23,6
consequent_swap,0,127,-14.123849868774414,6,23,23,88
entailed,0,128,-21.34510040283203,6,2,23,90
fact_mismatch,1,129,28.385494232177734,6,1,23,6
rule_lhs_mismatch,1,130,29.489654541015625,6,1,23,6
consequent_swap,0,131,-21.03595733642578,6,43,23,84
entailed,0,132,-41.59747314453125,6,78,23,82
fact_mismatch,1,133,30.962989807128906,6,1,23,6
rule_lhs_mismatch,1,134,32.453857421875,6,1,23,6
consequent_swap,0,135,-15.801507949829102,6,16,23,94
entailed,0,136,-27.93683433532715,6,21,23,96
fact_mismatch,1,137,28.022640228271484,6,1,23,6
rule_lhs_mismatch,1,138,29.458683013916016,6,1,23,6
consequent_swap,0,139,-14.247255325317383,6,13,23,71
entailed,0,140,-5.10830020904541,25,6,23,72
fact_mismatch,1,141,26.53976821899414,6,1,23,6
rule_lhs_mismatch,1,142,26.010120391845703,6,1,23,6
consequent_swap,0,143,-21.265108108520508,6,5,23,99
entailed,0,144,-16.999168395996094,6,2,23,74
fact_mismatch,1,145,29.17047119140625,6,1,23,6
rule_lhs_mismatch,1,146,33.233062744140625,6,1,23,6
consequent_swap,0,147,-24.78925132751465,6,12,23,101
entailed,0,148,-44.607688903808594,6,92,23,78
fact_mismatch,1,149,31.22925567626953,6,1,23,6
rule_lhs_mismatch,1,150,29.67255401611328,6,1,23,6
consequent_swap,0,151,-14.849090576171875,6,25,23,88
entailed,0,152,-27.024518966674805,6,88,23,82
fact_mismatch,1,153,27.59699249267578,6,1,23,6
rule_lhs_mismatch,1,154,31.07741928100586,6,1,23,6
consequent_swap,0,155,-20.718704223632812,6,51,23,98
entailed,0,156,-6.04814338684082,6,4,23,89
fact_mismatch,1,157,28.990978240966797,6,1,23,6
rule_lhs_mismatch,1,158,7.637869834899902,6,1,23,6
consequent_swap,0,159,-21.276159286499023,6,2,23,79
entailed,0,160,-42.9857063293457,6,93,23,78
fact_mismatch,1,161,26.82549285888672,6,1,23,6
rule_lhs_mismatch,1,162,22.623844146728516,6,1,23,6
consequent_swap,0,163,-8.5645112991333,54,5,23,88
entailed,0,164,-5.825417518615723,58,9,23,75
fact_mismatch,1,165,26.394283294677734,6,1,23,6
rule_lhs_mismatch,1,166,31.738361358642578,6,1,23,6
consequent_swap,0,167,-32.354583740234375,6,30,23,95
entailed,1,168,5.90965461730957,83,1,23,83
fact_mismatch,1,169,32.439430236816406,6,1,23,6
rule_lhs_mismatch,1,170,32.280460357666016,6,1,23,6
consequent_swap,0,171,-6.476008415222168,58,6,23,100
entailed,0,172,-22.751983642578125,6,6,23,93
fact_mismatch,1,173,29.318859100341797,6,1,23,6
rule_lhs_mismatch,1,174,10.460928916931152,6,1,23,6
consequent_swap,0,175,-13.512502670288086,46,60,23,85
entailed,0,176,-34.406578063964844,6,25,23,83
fact_mismatch,1,177,28.553245544433594,6,1,23,6
rule_lhs_mismatch,1,178,15.91784954071045,6,1,23,6
consequent_swap,0,179,-8.529773712158203,54,22,23,84
entailed,0,180,-32.50048828125,6,42,23,102
fact_mismatch,1,181,28.65514373779297,6,1,23,6
rule_lhs_mismatch,1,182,28.510417938232422,6,1,23,6
consequent_swap,0,183,-27.536117553710938,6,12,23,93
entailed,0,184,-28.315624237060547,6,37,23,87
fact_mismatch,1,185,21.963390350341797,6,1,23,6
rule_lhs_mismatch,1,186,27.420883178710938,6,1,23,6
consequent_swap,0,187,-6.366008758544922,6,3,23,80
entailed,0,188,-54.384910583496094,6,99,23,85
fact_mismatch,1,189,20.361352920532227,6,1,23,6
rule_lhs_mismatch,1,190,23.673755645751953,6,1,23,6
consequent_swap,0,191,-2.4258079528808594,10,3,23,91
entailed,0,192,-38.398189544677734,6,48,23,100
fact_mismatch,1,193,31.43082046508789,6,1,23,6
rule_lhs_mismatch,1,194,30.684335708618164,6,1,23,6
consequent_swap,0,195,-51.81224060058594,6,93,23,78
entailed,0,196,-8.925780296325684,43,18,23,75
fact_mismatch,1,197,31.93714141845703,6,1,23,6
rule_lhs_mismatch,1,198,32.381614685058594,6,1,23,6
consequent_swap,0,199,-42.17408752441406,6,83,23,92
entailed,0,200,-29.83228302001953,6,3,23,90
fact_mismatch,1,201,21.65200424194336,6,1,23,6
rule_lhs_mismatch,1,202,25.791873931884766,6,1,23,6
consequent_swap,0,203,-33.98379135131836,6,57,23,76
entailed,0,204,-22.99053955078125,6,11,23,83
fact_mismatch,1,205,31.05085563659668,6,1,23,6
rule_lhs_mismatch,1,206,30.411943435668945,6,1,23,6
consequent_swap,0,207,-25.41342544555664,6,8,23,73
entailed,0,208,-5.705850601196289,6,6,23,100
fact_mismatch,1,209,22.42423439025879,6,1,23,6
rule_lhs_mismatch,1,210,22.458045959472656,6,1,23,6
consequent_swap,0,211,-14.624753952026367,6,6,23,81
entailed,0,212,-10.02711296081543,6,23,23,92
fact_mismatch,1,213,16.923969268798828,6,1,23,6
rule_lhs_mismatch,1,214,16.124013900756836,6,1,23,6
consequent_swap,0,215,-29.173690795898438,6,19,23,93
entailed,0,216,-11.853141784667969,15,32,23,95
fact_mismatch,1,217,29.796432495117188,6,1,23,6
rule_lhs_mismatch,1,218,26.098268508911133,6,1,23,6
consequent_swap,0,219,-13.368545532226562,6,4,23,99
entailed,0,220,-29.07908821105957,6,24,23,100
fact_mismatch,1,221,32.14183044433594,6,1,23,6
rule_lhs_mismatch,1,222,28.930953979492188,6,1,23,6
consequent_swap,0,223,-0.002628326416015625,71,2,23,93
entailed,0,224,-45.403045654296875,6,54,23,95
fact_mismatch,1,225,32.63685607910156,6,1,23,6
rule_lhs_mismatch,1,226,19.719541549682617,6,1,23,6
consequent_swap,0,227,-28.985618591308594,6,12,23,75
entailed,0,228,-19.162261962890625,6,9,23,83
fact_mismatch,1,229,21.627479553222656,6,1,23,6
rule_lhs_mismatch,1,230,26.425474166870117,6,1,23,6
consequent_swap,0,231,-5.881450653076172,25,4,23,91
entailed,0,232,-38.578468322753906,6,61,23,76
fact_mismatch,1,233,28.227380752563477,6,1,23,6
rule_lhs_mismatch,1,234,31.523845672607422,6,1,23,6
consequent_swap,0,235,-22.874134063720703,6,7,23,93
entailed,0,236,-41.241397857666016,6,97,23,85
fact_mismatch,1,237,30.889972686767578,6,1,23,6
rule_lhs_mismatch,1,238,29.19115447998047,6,1,23,6
consequent_swap,0,239,-8.18322467803955,54,16,23,92
entailed,0,240,-27.119464874267578,6,13,23,75
fact_mismatch,1,241,31.183731079101562,6,1,23,6
rule_lhs_mismatch,1,242,28.749521255493164,6,1,23,6
consequent_swap,0,243,-7.009819984436035,71,14,23,75
entailed,1,244,0.061145782470703125,72,1,23,72
fact_mismatch,1,245,30.956212997436523,6,1,23,6
rule_lhs_mismatch,1,246,29.660930633544922,6,1,23,6
consequent_swap,0,247,-7.401144027709961,25,20,23,73
entailed,0,248,-34.64958953857422,6,24,23,94
fact_mismatch,1,249,27.200136184692383,6,1,23,6
rule_lhs_mismatch,0,250,-0.23436355590820312,55,2,23,6
consequent_swap,0,251,-26.57424545288086,6,15,23,73
entailed,0,252,-21.966045379638672,6,2,23,74
fact_mismatch,1,253,34.09422302246094,6,1,23,6
rule_lhs_mismatch,1,254,19.255094528198242,6,1,23,6
consequent_swap,0,255,-26.04128646850586,6,18,23,94
entailed,0,256,-37.86757278442383,6,16,23,101
fact_mismatch,1,257,30.721309661865234,6,1,23,6
rule_lhs_mismatch,1,258,30.90793228149414,6,1,23,6
consequent_swap,0,259,-28.646421432495117,6,47,23,76
entailed,0,260,-9.14163875579834,6,13,23,81
fact_mismatch,1,261,32.89462661743164,6,1,23,6
rule_lhs_mismatch,1,262,28.17896842956543,6,1,23,6
consequent_swap,0,263,-5.559274673461914,8,21,23,73
entailed,0,264,-13.344972610473633,54,36,23,82
fact_mismatch,1,265,24.9648494720459,6,1,23,6
rule_lhs_mismatch,1,266,25.44597053527832,6,1,23,6
consequent_swap,0,267,-12.302270889282227,10,35,23,101
entailed,0,268,-6.476008415222168,58,6,23,100
fact_mismatch,1,269,30.552234649658203,6,1,23,6
rule_lhs_mismatch,1,270,31.059297561645508,6,1,23,6
consequent_swap,0,271,-29.41558074951172,6,10,23,86
entailed,1,272,2.397083282470703,89,1,23,89
fact_mismatch,1,273,34.250709533691406,6,1,23,6
rule_lhs_mismatch,1,274,31.278518676757812,6,1,23,6
consequent_swap,0,275,-9.976892471313477,6,2,23,99
entailed,0,276,-20.9478816986084,6,11,23,73
fact_mismatch,1,277,28.94266128540039,6,1,23,6
rule_lhs_mismatch,1,278,26.22040557861328,6,1,23,6
consequent_swap,0,279,-33.98379135131836,6,57,23,76
entailed,0,280,-29.41558074951172,6,10,23,86
fact_mismatch,1,281,25.880142211914062,6,1,23,6
rule_lhs_mismatch,1,282,30.382537841796875,6,1,23,6
consequent_swap,0,283,-14.317423820495605,6,23,23,98
entailed,0,284,-27.180709838867188,6,90,23,85
fact_mismatch,1,285,32.38710021972656,6,1,23,6
rule_lhs_mismatch,1,286,21.54363250732422,6,1,23,6
consequent_swap,0,287,-14.084199905395508,6,21,23,73
entailed,0,288,-5.825417518615723,58,9,23,75
fact_mismatch,1,289,25.562503814697266,6,1,23,6
rule_lhs_mismatch,1,290,29.62073516845703,6,1,23,6
consequent_swap,0,291,-5.825417518615723,58,9,23,75
entailed,0,292,-35.41603088378906,6,60,23,98
fact_mismatch,1,293,31.933025360107422,6,1,23,6
rule_lhs_mismatch,1,294,29.618213653564453,6,1,23,6
consequent_swap,0,295,-35.62310791015625,6,50,23,97
entailed,0,296,-5.616010665893555,41,5,23,99
fact_mismatch,1,297,29.192092895507812,6,1,23,6
rule_lhs_mismatch,1,298,29.696609497070312,6,1,23,6
consequent_swap,0,299,-31.896257400512695,6,33,23,94
entailed,0,300,-27.77163314819336,6,9,23,81
fact_mismatch,1,301,16.169654846191406,6,1,23,6
rule_lhs_mismatch,1,302,31.984373092651367,6,1,23,6
consequent_swap,0,303,-8.015750885009766,54,20,23,82
entailed,0,304,-8.633179664611816,15,25,23,97
fact_mismatch,1,305,27.49396514892578,6,1,23,6
rule_lhs_mismatch,1,306,5.858501434326172,6,1,23,6
consequent_swap,0,307,-35.6688117980957,6,79,23,92
entailed,0,308,-2.708242416381836,64,3,23,79
fact_mismatch,1,309,29.432994842529297,6,1,23,6
rule_lhs_mismatch,1,310,25.289546966552734,6,1,23,6
consequent_swap,0,311,-15.324005126953125,6,13,23,87
entailed,0,312,-25.648677825927734,6,3,23,80
fact_mismatch,1,313,24.928081512451172,6,1,23,6
rule_lhs_mismatch,1,314,30.937637329101562,6,1,23,6
consequent_swap,0,315,-14.036821365356445,6,7,23,86
entailed,0,316,-12.061484336853027,6,5,23,93
fact_mismatch,1,317,26.43597412109375,6,1,23,6
rule_lhs_mismatch,1,318,29.675569534301758,6,1,23,6
consequent_swap,0,319,-29.451923370361328,6,39,23,88
entailed,0,320,-38.11469650268555,6,13,23,75
fact_mismatch,1,321,29.09516143798828,6,1,23,6
rule_lhs_mismatch,1,322,26.626020431518555,6,1,23,6
consequent_swap,0,323,-22.619117736816406,6,2,23,90
entailed,0,324,-2.0499191284179688,10,2,23,90
fact_mismatch,1,325,17.91949462890625,6,1,23,6
rule_lhs_mismatch,1,326,27.03744888305664,6,1,23,6
consequent_swap,0,327,-10.084552764892578,54,36,23,76
entailed,0,328,-25.03780746459961,6,5,23,80
fact_mismatch,1,329,33.51280975341797,6,1,23,6
rule_lhs_mismatch,1,330,29.305824279785156,6,1,23,6
consequent_swap,0,331,-43.769813537597656,6,54,23,88
entailed,0,332,-38.4445915222168,6,64,23,95
fact_mismatch,1,333,28.65439224243164,6,1,23,6
rule_lhs_mismatch,1,334,29.477922439575195,6,1,23,6
consequent_swap,0,335,-24.867630004882812,6,13,23,72
entailed,1,336,2.941145896911621,71,1,23,71
fact_mismatch,1,337,24.074798583984375,6,1,23,6
rule_lhs_mismatch,1,338,14.888229370117188,6,1,23,6
consequent_swap,0,339,-33.93074417114258,6,28,23,87
entailed,0,340,-3.627042770385742,10,4,23,74
fact_mismatch,1,341,28.985713958740234,6,1,23,6
rule_lhs_mismatch,1,342,27.483806610107422,6,1,23,6
consequent_swap,0,343,-9.75454330444336,58,9,23,100
entailed,0,344,-7.5729875564575195,54,9,23,92
fact_mismatch,1,345,33.444393157958984,6,1,23,6
rule_lhs_mismatch,1,346,31.562236785888672,6,1,23,6
consequent_swap,0,347,-40.07720947265625,6,80,23,82
entailed,1,348,2.8322763442993164,89,1,23,89
fact_mismatch,1,349,30.737199783325195,6,1,23,6
rule_lhs_mismatch,1,350,29.579587936401367,6,1,23,6
consequent_swap,0,351,-44.55916213989258,6,50,23,93
entailed,0,352,-18.962339401245117,6,30,23,94
fact_mismatch,1,353,30.619049072265625,6,1,23,6
rule_lhs_mismatch,1,354,30.308616638183594,6,1,23,6
consequent_swap,0,355,-0.5330886840820312,64,4,23,80
entailed,0,356,-12.478642463684082,57,66,23,77
fact_mismatch,1,357,24.074798583984375,6,1,23,6
rule_lhs_mismatch,1,358,26.819116592407227,6,1,23,6
consequent_swap,0,359,-33.553340911865234,6,39,23,100
entailed,0,360,-24.980634689331055,6,8,23,86
fact_mismatch,1,361,15.817078590393066,6,1,23,6
rule_lhs_mismatch,1,362,34.30839538574219,6,1,23,6
consequent_swap,0,363,-26.309539794921875,6,11,23,71
entailed,0,364,-12.799239158630371,6,5,23,91
fact_mismatch,1,365,24.02703094482422,6,1,23,6
rule_lhs_mismatch,1,366,27.042552947998047,6,1,23,6
consequent_swap,0,367,-6.609102249145508,42,8,23,98
entailed,0,368,-17.724191665649414,6,2,23,90
fact_mismatch,1,369,28.13576889038086,6,1,23,6
rule_lhs_mismatch,1,370,28.186328887939453,6,1,23,6
consequent_swap,0,371,-20.606386184692383,6,50,23,76
entailed,0,372,-30.550006866455078,6,13,23,91
fact_mismatch,1,373,23.35199737548828,6,1,23,6
rule_lhs_mismatch,1,374,32.98431396484375,6,1,23,6
consequent_swap,0,375,-27.615583419799805,6,15,23,83
entailed,0,376,-36.176021575927734,6,46,23,84
fact_mismatch,1,377,29.372880935668945,6,1,23,6
rule_lhs_mismatch,1,378,27.30042266845703,6,1,23,6
consequent_swap,0,379,-8.903702735900879,6,19,23,96
entailed,0,380,-10.590137481689453,10,51,23,82
fact_mismatch,1,381,28.16590118408203,6,1,23,6
rule_lhs_mismatch,1,382,30.64658546447754,6,1,23,6
consequent_swap,0,383,-27.106998443603516,6,6,23,99
entailed,0,384,-29.090227127075195,6,44,23,84
fact_mismatch,1,385,33.843406677246094,6,1,23,6
rule_lhs_mismatch,1,386,30.013904571533203,6,1,23,6
consequent_swap,0,387,-30.960927963256836,6,46,23,97
entailed,0,388,-8.777837753295898,69,35,23,94
fact_mismatch,1,389,32.20398712158203,6,1,23,6
rule_lhs_mismatch,1,390,26.710298538208008,6,1,23,6
consequent_swap,0,391,-10.249747276306152,15,31,23,81
entailed,0,392,-17.94732093811035,6,38,23,92
fact_mismatch,1,393,27.25069808959961,6,1,23,6
rule_lhs_mismatch,1,394,33.589996337890625,6,1,23,6
consequent_swap,0,395,-20.236146926879883,6,2,23,74
entailed,0,396,-6.036993026733398,54,16,23,91
fact_mismatch,1,397,30.797121047973633,6,1,23,6
rule_lhs_mismatch,1,398,28.267154693603516,6,1,23,6
consequent_swap,1,399,1.9799718856811523,90,1,23,90
entailed,0,400,-25.648677825927734,6,3,23,80
fact_mismatch,1,401,31.325679779052734,6,1,23,6
rule_lhs_mismatch,1,402,34.21168518066406,6,1,23,6
consequent_swap,0,403,-10.134160995483398,46,34,23,82
entailed,0,404,-35.1934928894043,6,36,23,72
fact_mismatch,1,405,34.302486419677734,6,1,23,6
rule_lhs_mismatch,1,406,29.63467025756836,6,1,23,6
consequent_swap,0,407,-29.857900619506836,6,8,23,91
entailed,0,408,-27.071683883666992,6,6,23,99
fact_mismatch,1,409,25.08348846435547,6,1,23,6
rule_lhs_mismatch,1,410,30.946699142456055,6,1,23,6
consequent_swap,0,411,-20.138469696044922,6,9,23,101
entailed,0,412,-12.907695770263672,6,5,23,101
fact_mismatch,1,413,24.631580352783203,6,1,23,6
rule_lhs_mismatch,1,414,31.165233612060547,6,1,23,6
consequent_swap,0,415,-23.748844146728516,6,11,23,71
entailed,0,416,-17.27505874633789,6,4,23,79
fact_mismatch,1,417,4.515241622924805,6,1,23,6
rule_lhs_mismatch,1,418,22.074764251708984,6,1,23,6
consequent_swap,0,419,-26.972414016723633,6,16,23,75
entailed,0,420,-20.8787899017334,6,7,23,80
fact_mismatch,1,421,32.90045928955078,6,1,23,6
rule_lhs_mismatch,1,422,33.09600830078125,6,1,23,6
consequent_swap,0,423,-45.94233703613281,6,69,23,98
entailed,0,424,-9.863521575927734,6,19,23,88
fact_mismatch,1,425,30.776744842529297,6,1,23,6
rule_lhs_mismatch,1,426,21.975570678710938,6,1,23,6
consequent_swap,0,427,-8.650084495544434,58,13,23,100
entailed,0,428,-26.052478790283203,6,9,23,86
fact_mismatch,1,429,27.647314071655273,6,1,23,6
rule_lhs_mismatch,1,430,16.91889190673828,6,1,23,6
consequent_swap,0,431,-20.2283992767334,6,40,23,84
entailed,0,432,-11.230781555175781,54,18,23,92
fact_mismatch,1,433,25.826595306396484,6,1,23,6
rule_lhs_mismatch,1,434,26.28604507446289,6,1,23,6
consequent_swap,0,435,-18.321083068847656,57,79,23,77
entailed,0,436,-9.714263916015625,6,4,23,96
fact_mismatch,1,437,29.21712875366211,6,1,23,6
rule_lhs_mismatch,1,438,27.39021873474121,6,1,23,6
consequent_swap,0,439,-8.320534706115723,15,20,23,81
entailed,0,440,-14.054862022399902,6,15,23,94
fact_mismatch,1,441,27.336605072021484,6,1,23,6
rule_lhs_mismatch,1,442,31.320533752441406,6,1,23,6
consequent_swap,0,443,-16.465999603271484,6,12,23,83
entailed,0,444,-32.088287353515625,6,7,23,79
fact_mismatch,1,445,13.788298606872559,6,1,23,6
rule_lhs_mismatch,1,446,26.335811614990234,6,1,23,6
consequent_swap,0,447,-3.762094497680664,64,2,23,79
entailed,0,448,-13.512502670288086,46,60,23,85
fact_mismatch,1,449,31.76104736328125,6,1,23,6
rule_lhs_mismatch,1,450,30.795631408691406,6,1,23,6
consequent_swap,0,451,-2.5344085693359375,17,5,23,74
entailed,0,452,-0.3881416320800781,40,2,23,86
fact_mismatch,1,453,3.502566337585449,6,1,23,6
