family,heads,layers,seed,status,training_budget,width
unification,1,2,11,planned,1,32
unification,1,2,23,planned,1,32
unification,1,2,37,planned,1,32
unification,1,2,11,planned,2,32
unification,1,2,23,planned,2,32
unification,1,2,37,planned,2,32
unification,1,2,11,planned,4,32
unification,1,2,23,planned,4,32
unification,1,2,37,planned,4,32
unification,2,2,11,planned,1,32
unification,2,2,23,planned,1,32
unification,2,2,37,planned,1,32
unification,2,2,11,planned,2,32
unification,2,2,23,planned,2,32
unification,2,2,37,planned,2,32
unification,2,2,11,planned,4,32
unification,2,2,23,planned,4,32
unification,2,2,37,planned,4,32
unification,4,2,11,planned,1,32
unification,4,2,23,planned,1,32
unification,4,2,37,planned,1,32
unification,4,2,11,planned,2,32
unification,4,2,23,planned,2,32
unification,4,2,37,planned,2,32
unification,4,2,11,planned,4,32
unification,4,2,23,planned,4,32
unification,4,2,37,planned,4,32
unification,8,2,11,planned,1,32
unification,8,2,23,planned,1,32
unification,8,2,37,planned,1,32
unification,8,2,11,planned,2,32
unification,8,2,23,planned,2,32
unification,8,2,37,planned,2,32
unification,8,2,11,planned,4,32
unification,8,2,23,planned,4,32
unification,8,2,37,planned,4,32
unification,1,2,11,planned,1,64
unification,1,2,23,planned,1,64
unification,1,2,37,planned,1,64
unification,1,2,11,planned,2,64
unification,1,2,23,planned,2,64
unification,1,2,37,planned,2,64
unification,1,2,11,planned,4,64
unification,1,2,23,planned,4,64
unification,1,2,37,planned,4,64
unification,2,2,11,planned,1,64
unification,2,2,23,planned,1,64
unification,2,2,37,planned,1,64
unification,2,2,11,planned,2,64
unification,2,2,23,planned,2,64
unification,2,2,37,planned,2,64
unification,2,2,11,planned,4,64
unification,2,2,23,planned,4,64
unification,2,2,37,planned,4,64
unification,4,2,11,planned,1,64
unification,4,2,23,planned,1,64
unification,4,2,37,planned,1,64
unification,4,2,11,planned,2,64
unification,4,2,23,planned,2,64
unification,4,2,37,planned,2,64
unification,4,2,11,planned,4,64
unification,4,2,23,planned,4,64
unification,4,2,37,planned,4,64
unification,8,2,11,planned,1,64
unification,8,2,23,planned,1,64
unification,8,2,37,planned,1,64
unification,8,2,11,planned,2,64
unification,8,2,23,planned,2,64
unification,8,2,37,planned,2,64
unification,8,2,11,planned,4,64
unification,8,2,23,planned,4,64
unification,8,2,37,planned,4,64
unification,1,2,11,planned,1,128
unification,1,2,23,planned,1,128
unification,1,2,37,planned,1,128
unification,1,2,11,planned,2,128
unification,1,2,23,planned,2,128
unification,1,2,37,planned,2,128
unification,1,2,11,planned,4,128
unification,1,2,23,planned,4,128
unification,1,2,37,planned,4,128
unification,2,2,11,planned,1,128
unification,2,2,23,planned,1,128
unification,2,2,37,planned,1,128
unification,2,2,11,planned,2,128
unification,2,2,23,planned,2,128
unification,2,2,37,planned,2,128
unification,2,2,11,planned,4,128
unification,2,2,23,planned,4,128
unification,2,2,37,planned,4,128
unification,4,2,11,planned,1,128
unification,4,2,23,planned,1,128
unification,4,2,37,planned,1,128
unification,4,2,11,planned,2,128
unification,4,2,23,planned,2,128
unification,4,2,37,planned,2,128
unification,4,2,11,planned,4,128
unification,4,2,23,planned,4,128
unification,4,2,37,planned,4,128
unification,8,2,11,planned,1,128
unification,8,2,23,planned,1,128
unification,8,2,37,planned,1,128
unification,8,2,11,planned,2,128
unification,8,2,23,planned,2,128
unification,8,2,37,planned,2,128
unification,8,2,11,planned,4,128
unification,8,2,23,planned,4,128
unification,8,2,37,planned,4,128
unification,1,2,11,planned,1,256
unification,1,2,23,planned,1,256
unification,1,2,37,planned,1,256
unification,1,2,11,planned,2,256
unification,1,2,23,planned,2,256
unification,1,2,37,planned,2,256
unification,1,2,11,planned,4,256
unification,1,2,23,planned,4,256
unification,1,2,37,planned,4,256
unification,2,2,11,planned,1,256
unification,2,2,23,planned,1,256
unification,2,2,37,planned,1,256
unification,2,2,11,planned,2,256
unification,2,2,23,planned,2,256
unification,2,2,37,planned,2,256
unification,2,2,11,planned,4,256
unification,2,2,23,planned,4,256
unification,2,2,37,planned,4,256
unification,4,2,11,planned,1,256
unification,4,2,23,planned,1,256
unification,4,2,37,planned,1,256
unification,4,2,11,planned,2,256
unification,4,2,23,planned,2,256
unification,4,2,37,planned,2,256
unification,4,2,11,planned,4,256
unification,4,2,23,planned,4,256
unification,4,2,37,planned,4,256
unification,8,2,11,planned,1,256
unification,8,2,23,planned,1,256
unification,8,2,37,planned,1,256
unification,8,2,11,planned,2,256
unification,8,2,23,planned,2,256
unification,8,2,37,planned,2,256
unification,8,2,11,planned,4,256
unification,8,2,23,planned,4,256
unification,8,2,37,planned,4,256
unification,1,4,11,planned,1,16
unification,1,4,23,planned,1,16
unification,1,4,37,planned,1,16
unification,1,4,11,planned,2,16
unification,1,4,23,planned,2,16
unification,1,4,37,planned,2,16
unification,1,4,11,planned,4,16
unification,1,4,23,planned,4,16
unification,1,4,37,planned,4,16
unification,2,4,11,planned,1,16
unification,2,4,23,planned,1,16
unification,2,4,37,planned,1,16
unification,2,4,11,planned,2,16
unification,2,4,23,planned,2,16
unification,2,4,37,planned,2,16
unification,2,4,11,planned,4,16
unification,2,4,23,planned,4,16
unification,2,4,37,planned,4,16
unification,4,4,11,planned,1,16
unification,4,4,23,planned,1,16
unification,4,4,37,planned,1,16
unification,4,4,11,planned,2,16
unification,4,4,23,planned,2,16
unification,4,4,37,planned,2,16
unification,4,4,11,planned,4,16
unification,4,4,23,planned,4,16
unification,4,4,37,planned,4,16
unification,8,4,11,planned,1,16
unification,8,4,23,planned,1,16
unification,8,4,37,planned,1,16
unification,8,4,11,planned,2,16
unification,8,4,23,planned,2,16
unification,8,4,37,planned,2,16
unification,8,4,11,planned,4,16
unification,8,4,23,planned,4,16
unification,8,4,37,planned,4,16
unification,1,4,11,planned,1,32
unification,1,4,23,planned,1,32
unification,1,4,37,planned,1,32
unification,1,4,11,planned,2,32
unification,1,4,23,planned,2,32
unification,1,4,37,planned,2,32
unification,1,4,11,planned,4,32
unification,1,4,23,planned,4,32
unification,1,4,37,planned,4,32
unification,2,4,11,planned,1,32
unification,2,4,23,planned,1,32
unification,2,4,37,planned,1,32
unification,2,4,11,planned,2,32
unification,2,4,23,planned,2,32
unification,2,4,37,planned,2,32
unification,2,4,11,planned,4,32
unification,2,4,23,planned,4,32
unification,2,4,37,planned,4,32
unification,4,4,11,planned,1,32
unification,4,4,23,planned,1,32
unification,4,4,37,planned,1,32
unification,4,4,11,planned,2,32
unification,4,4,23,planned,2,32
unification,4,4,37,planned,2,32
unification,4,4,11,planned,4,32
unification,4,4,23,planned,4,32
unification,4,4,37,planned,4,32
unification,8,4,11,planned,1,32
unification,8,4,23,planned,1,32
unification,8,4,37,planned,1,32
unification,8,4,11,planned,2,32
unification,8,4,23,planned,2,32
unification,8,4,37,planned,2,32
unification,8,4,11,planned,4,32
unification,8,4,23,planned,4,32
unification,8,4,37,planned,4,32
unification,1,4,11,planned,1,64
unification,1,4,23,planned,1,64
unification,1,4,37,planned,1,64
unification,1,4,11,planned,2,64
unification,1,4,23,planned,2,64
unification,1,4,37,planned,2,64
unification,1,4,11,planned,4,64
unification,1,4,23,planned,4,64
unification,1,4,37,planned,4,64
unification,2,4,11,planned,1,64
unification,2,4,23,planned,1,64
unification,2,4,37,planned,1,64
unification,2,4,11,planned,2,64
unification,2,4,23,planned,2,64
unification,2,4,37,planned,2,64
unification,2,4,11,planned,4,64
unification,2,4,23,planned,4,64
unification,2,4,37,planned,4,64
unification,4,4,11,planned,1,64
unification,4,4,23,planned,1,64
unification,4,4,37,planned,1,64
unification,4,4,11,planned,2,64
unification,4,4,23,planned,2,64
unification,4,4,37,planned,2,64
unification,4,4,11,planned,4,64
unification,4,4,23,planned,4,64
unification,4,4,37,planned,4,64
unification,8,4,11,planned,1,64
unification,8,4,23,planned,1,64
unification,8,4,37,planned,1,64
unification,8,4,11,planned,2,64
unification,8,4,23,planned,2,64
unification,8,4,37,planned,2,64
unification,8,4,11,planned,4,64
unification,8,4,23,planned,4,64
unification,8,4,37,planned,4,64
unification,1,4,11,planned,1,128
unification,1,4,23,planned,1,128
unification,1,4,37,planned,1,128
unification,1,4,11,planned,2,128
unification,1,4,23,planned,2,128
unification,1,4,37,planned,2,128
unification,1,4,11,planned,4,128
unification,1,4,23,planned,4,128
unification,1,4,37,planned,4,128
unification,2,4,11,planned,1,128
unification,2,4,23,planned,1,128
unification,2,4,37,planned,1,128
unification,2,4,11,planned,2,128
unification,2,4,23,planned,2,128
unification,2,4,37,planned,2,128
unification,2,4,11,planned,4,128
unification,2,4,23,planned,4,128
unification,2,4,37,planned,4,128
unification,4,4,11,planned,1,128
unification,4,4,23,planned,1,128
unification,4,4,37,planned,1,128
unification,4,4,11,planned,2,128
unification,4,4,23,planned,2,128
unification,4,4,37,planned,2,128
unification,4,4,11,planned,4,128
unification,4,4,23,planned,4,128
unification,4,4,37,planned,4,128
unification,8,4,11,planned,1,128
unification,8,4,23,planned,1,128
unification,8,4,37,planned,1,128
unification,8,4,11,planned,2,128
unification,8,4,23,planned,2,128
unification,8,4,37,planned,2,128
unification,8,4,11,planned,4,128
unification,8,4,23,planned,4,128
unification,8,4,37,planned,4,128
unification,1,4,11,planned,1,256
unification,1,4,23,planned,1,256
unification,1,4,37,planned,1,256
unification,1,4,11,planned,2,256
unification,1,4,23,planned,2,256
unification,1,4,37,planned,2,256
unification,1,4,11,planned,4,256
unification,1,4,23,planned,4,256
unification,1,4,37,planned,4,256
unification,2,4,11,planned,1,256
unification,2,4,23,planned,1,256
unification,2,4,37,planned,1,256
unification,2,4,11,planned,2,256
unification,2,4,23,planned,2,256
unification,2,4,37,planned,2,256
unification,2,4,11,planned,4,256
unification,2,4,23,planned,4,256
unification,2,4,37,planned,4,256
unification,4,4,11,planned,1,256
unification,4,4,23,planned,1,256
unification,4,4,37,planned,1,256
unification,4,4,11,planned,2,256
unification,4,4,23,planned,2,256
unification,4,4,37,planned,2,256
unification,4,4,11,planned,4,256
unification,4,4,23,planned,4,256
unification,4,4,37,planned,4,256
unification,8,4,11,planned,1,256
unification,8,4,23,planned,1,256
unification,8,4,37,planned,1,256
unification,8,4,11,planned,2,256
unification,8,4,23,planned,2,256
unification,8,4,37,planned,2,256
unification,8,4,11,planned,4,256
unification,8,4,23,planned,4,256
unification,8,4,37,planned,4,256
unification,1,6,11,planned,1,16
unification,1,6,23,planned,1,16
unification,1,6,37,planned,1,16
unification,1,6,11,planned,2,16
unification,1,6,23,planned,2,16
unification,1,6,37,planned,2,16
unification,1,6,11,planned,4,16
unification,1,6,23,planned,4,16
unification,1,6,37,planned,4,16
unification,2,6,11,planned,1,16
unification,2,6,23,planned,1,16
unification,2,6,37,planned,1,16
unification,2,6,11,planned,2,16
unification,2,6,23,planned,2,16
unification,2,6,37,planned,2,16
unification,2,6,11,planned,4,16
unification,2,6,23,planned,4,16
unification,2,6,37,planned,4,16
unification,4,6,11,planned,1,16
unification,4,6,23,planned,1,16
unification,4,6,37,planned,1,16
unification,4,6,11,planned,2,16
unification,4,6,23,planned,2,16
unification,4,6,37,planned,2,16
unification,4,6,11,planned,4,16
unification,4,6,23,planned,4,16
unification,4,6,37,planned,4,16
unification,8,6,11,planned,1,16
unification,8,6,23,planned,1,16
unification,8,6,37,planned,1,16
unification,8,6,11,planned,2,16
unification,8,6,23,planned,2,16
unification,8,6,37,planned,2,16
unification,8,6,11,planned,4,16
unification,8,6,23,planned,4,16
unification,8,6,37,planned,4,16
unification,1,6,11,planned,1,32
unification,1,6,23,planned,1,32
unification,1,6,37,planned,1,32
unification,1,6,11,planned,2,32
unification,1,6,23,planned,2,32
unification,1,6,37,planned,2,32
unification,1,6,11,planned,4,32
unification,1,6,23,planned,4,32
unification,1,6,37,planned,4,32
unification,2,6,11,planned,1,32
unification,2,6,23,planned,1,32
unification,2,6,37,planned,1,32
unification,2,6,11,planned,2,32
unification,2,6,23,planned,2,32
unification,2,6,37,planned,2,32
unification,2,6,11,planned,4,32
unification,2,6,23,planned,4,32
unification,2,6,37,planned,4,32
unification,4,6,11,planned,1,32
unification,4,6,23,planned,1,32
unification,4,6,37,planned,1,32
unification,4,6,11,planned,2,32
unification,4,6,23,planned,2,32
unification,4,6,37,planned,2,32
unification,4,6,11,planned,4,32
unification,4,6,23,planned,4,32
unification,4,6,37,planned,4,32
unification,8,6,11,planned,1,32
unification,8,6,23,planned,1,32
unification,8,6,37,planned,1,32
unification,8,6,11,planned,2,32
unification,8,6,23,planned,2,32
unification,8,6,37,planned,2,32
unification,8,6,11,planned,4,32
unification,8,6,23,planned,4,32
unification,8,6,37,planned,4,32
unification,1,6,11,planned,1,64
unification,1,6,23,planned,1,64
unification,1,6,37,planned,1,64
unification,1,6,11,planned,2,64
unification,1,6,23,planned,2,64
unification,1,6,37,planned,2,64
unification,1,6,11,planned,4,64
unification,1,6,23,planned,4,64
unification,1,6,37,planned,4,64
unification,2,6,11,planned,1,64
unification,2,6,23,planned,1,64
unification,2,6,37,planned,1,64
unification,2,6,11,planned,2,64
unification,2,6,23,planned,2,64
unification,2,6,37,planned,2,64
unification,2,6,11,planned,4,64
unification,2,6,23,planned,4,64
unification,2,6,37,planned,4,64
unification,4,6,11,planned,1,64
unification,4,6,23,planned,1,64
unification,4,6,37,planned,1,64
unification,4,6,11,planned,2,64
unification,4,6,23,planned,2,64
unification,4,6,37,planned,2,64
unification,4,6,11,planned,4,64
unification,4,6,23,planned,4,64
unification,4,6,37,planned,4,64
unification,8,6,11,planned,1,64
unification,8,6,23,planned,1,64
unification,8,6,37,planned,1,64
unification,8,6,11,planned,2,64
unification,8,6,23,planned,2,64
unification,8,6,37,planned,2,64
unification,8,6,11,planned,4,64
unification,8,6,23,planned,4,64
unification,8,6,37,planned,4,64
unification,1,6,11,planned,1,128
unification,1,6,23,planned,1,128
unification,1,6,37,planned,1,128
unification,1,6,11,planned,2,128
unification,1,6,23,planned,2,128
unification,1,6,37,planned,2,128
unification,1,6,11,planned,4,128
unification,1,6,23,planned,4,128
unification,1,6,37,planned,4,128
unification,2,6,11,planned,1,128
unification,2,6,23,planned,1,128
unification,2,6,37,planned,1,128
unification,2,6,11,planned,2,128
unification,2,6,23,planned,2,128
unification,2,6,37,planned,2,128
unification,2,6,11,planned,4,128
unification,2,6,23,planned,4,128
unification,2,6,37,planned,4,128
unification,4,6,11,planned,1,128
unification,4,6,23,planned,1,128
unification,4,6,37,planned,1,128
unification,4,6,11,planned,2,128
unification,4,6,23,planned,2,128
unification,4,6,37,planned,2,128
unification,4,6,11,planned,4,128
unification,4,6,23,planned,4,128
unification,4,6,37,planned,4,128
unification,8,6,11,planned,1,128
unification,8,6,23,planned,1,128
unification,8,6,37,planned,1,128
unification,8,6,11,planned,2,128
unification,8,6,23,planned,2,128
unification,8,6,37,planned,2,128
unification,8,6,11,planned,4,128
unification,8,6,23,planned,4,128
unification,8,6,37,planned,4,128
unification,1,6,11,planned,1,256
unification,1,6,23,planned,1,256
unification,1,6,37,planned,1,256
unification,1,6,11,planned,2,256
unification,1,6,23,planned,2,256
unification,1,6,37,planned,2,256
unification,1,6,11,planned,4,256
unification,1,6,23,planned,4,256
unification,1,6,37,planned,4,256
unification,2,6,11,planned,1,256
unification,2,6,23,planned,1,256
unification,2,6,37,planned,1,256
unification,2,6,11,planned,2,256
unification,2,6,23,planned,2,256
unification,2,6,37,planned,2,256
unification,2,6,11,planned,4,256
unification,2,6,23,planned,4,256
unification,2,6,37,planned,4,256
unification,4,6,11,planned,1,256
unification,4,6,23,planned,1,256
unification,4,6,37,planned,1,256
unification,4,6,11,planned,2,256
unification,4,6,23,planned,2,256
unification,4,6,37,planned,2,256
unification,4,6,11,planned,4,256
unification,4,6,23,planned,4,256
unification,4,6,37,planned,4,256
unification,8,6,11,planned,1,256
unification,8,6,23,planned,1,256
unification,8,6,37,planned,1,256
unification,8,6,11,planned,2,256
unification,8,6,23,planned,2,256
unification,8,6,37,planned,2,256
unification,8,6,11,planned,4,256
unification,8,6,23,planned,4,256
unification,8,6,37,planned,4,256
unification,1,8,11,planned,1,16
unification,1,8,23,planned,1,16
unification,1,8,37,planned,1,16
unification,1,8,11,planned,2,16
unification,1,8,23,planned,2,16
unification,1,8,37,planned,2,16
unification,1,8,11,planned,4,16
unification,1,8,23,planned,4,16
unification,1,8,37,planned,4,16
unification,2,8,11,planned,1,16
unification,2,8,23,planned,1,16
unification,2,8,37,planned,1,16
unification,2,8,11,planned,2,16
unification,2,8,23,planned,2,16
unification,2,8,37,planned,2,16
unification,2,8,11,planned,4,16
unification,2,8,23,planned,4,16
unification,2,8,37,planned,4,16
unification,4,8,11,planned,1,16
unification,4,8,23,planned,1,16
unification,4,8,37,planned,1,16
unification,4,8,11,planned,2,16
unification,4,8,23,planned,2,16
unification,4,8,37,planned,2,16
unification,4,8,11,planned,4,16
unification,4,8,23,planned,4,16
unification,4,8,37,planned,4,16
unification,8,8,11,planned,1,16
unification,8,8,23,planned,1,16
unification,8,8,37,planned,1,16
unification,8,8,11,planned,2,16
unification,8,8,23,planned,2,16
unification,8,8,37,planned,2,16
unification,8,8,11,planned,4,16
unification,8,8,23,planned,4,16
unification,8,8,37,planned,4,16
unification,1,8,11,planned,1,32
unification,1,8,23,planned,1,32
unification,1,8,37,planned,1,32
unification,1,8,11,planned,2,32
unification,1,8,23,planned,2,32
unification,1,8,37,planned,2,32
unification,1,8,11,planned,4,32
unification,1,8,23,planned,4,32
unification,1,8,37,planned,4,32
unification,2,8,11,planned,1,32
unification,2,8,23,planned,1,32
unification,2,8,37,planned,1,32
unification,2,8,11,planned,2,32
unification,2,8,23,planned,2,32
unification,2,8,37,planned,2,32
unification,2,8,11,planned,4,32
unification,2,8,23,planned,4,32
unification,2,8,37,planned,4,32
unification,4,8,11,planned,1,32
unification,4,8,23,planned,1,32
unification,4,8,37,planned,1,32
unification,4,8,11,planned,2,32
unification,4,8,23,planned,2,32
unification,4,8,37,planned,2,32
unification,4,8,11,planned,4,32
unification,4,8,23,planned,4,32
unification,4,8,37,planned,4,32
unification,8,8,11,planned,1,32
unification,8,8,23,planned,1,32
unification,8,8,37,planned,1,32
unification,8,8,11,planned,2,32
unification,8,8,23,planned,2,32
unification,8,8,37,planned,2,32
unification,8,8,11,planned,4,32
unification,8,8,23,planned,4,32
unification,8,8,37,planned,4,32
unification,1,8,11,planned,1,64
unification,1,8,23,planned,1,64
unification,1,8,37,planned,1,64
unification,1,8,11,planned,2,64
unification,1,8,23,planned,2,64
unification,1,8,37,planned,2,64
unification,1,8,11,planned,4,64
unification,1,8,23,planned,4,64
unification,1,8,37,planned,4,64
unification,2,8,11,planned,1,64
unification,2,8,23,planned,1,64
unification,2,8,37,planned,1,64
unification,2,8,11,planned,2,64
unification,2,8,23,planned,2,64
unification,2,8,37,planned,2,64
unification,2,8,11,planned,4,64
unification,2,8,23,planned,4,64
unification,2,8,37,planned,4,64
unification,4,8,11,planned,1,64
unification,4,8,23,planned,1,64
unification,4,8,37,planned,1,64
unification,4,8,11,planned,2,64
unification,4,8,23,planned,2,64
unification,4,8,37,planned,2,64
unification,4,8,11,planned,4,64
unification,4,8,23,planned,4,64
unification,4,8,37,planned,4,64
unification,8,8,11,planned,1,64
unification,8,8,23,planned,1,64
unification,8,8,37,planned,1,64
unification,8,8,11,planned,2,64
unification,8,8,23,planned,2,64
unification,8,8,37,planned,2,64
unification,8,8,11,planned,4,64
unification,8,8,23,planned,4,64
unification,8,8,37,planned,4,64
unification,1,8,11,planned,1,128
unification,1,8,23,planned,1,128
unification,1,8,37,planned,1,128
unification,1,8,11,planned,2,128
unification,1,8,23,planned,2,128
unification,1,8,37,planned,2,128
unification,1,8,11,planned,4,128
unification,1,8,23,planned,4,128
unification,1,8,37,planned,4,128
unification,2,8,11,planned,1,128
unification,2,8,23,planned,1,128
unification,2,8,37,planned,1,128
unification,2,8,11,planned,2,128
unification,2,8,23,planned,2,128
unification,2,8,37,planned,2,128
unification,2,8,11,planned,4,128
unification,2,8,23,planned,4,128
unification,2,8,37,planned,4,128
unification,4,8,11,planned,1,128
unification,4,8,23,planned,1,128
unification,4,8,37,planned,1,128
unification,4,8,11,planned,2,128
unification,4,8,23,planned,2,128
unification,4,8,37,planned,2,128
unification,4,8,11,planned,4,128
unification,4,8,23,planned,4,128
unification,4,8,37,planned,4,128
unification,8,8,11,planned,1,128
unification,8,8,23,planned,1,128
unification,8,8,37,planned,1,128
unification,8,8,11,planned,2,128
unification,8,8,23,planned,2,128
unification,8,8,37,planned,2,128
unification,8,8,11,planned,4,128
unification,8,8,23,planned,4,128
unification,8,8,37,planned,4,128
unification,1,8,11,planned,1,256
unification,1,8,23,planned,1,256
unification,1,8,37,planned,1,256
unification,1,8,11,planned,2,256
unification,1,8,23,planned,2,256
unification,1,8,37,planned,2,256
unification,1,8,11,planned,4,256
unification,1,8,23,planned,4,256
unification,1,8,37,planned,4,256
unification,2,8,11,planned,1,256
unification,2,8,23,planned,1,256
unification,2,8,37,planned,1,256
unification,2,8,11,planned,2,256
unification,2,8,23,planned,2,256
unification,2,8,37,planned,2,256
unification,2,8,11,planned,4,256
unification,2,8,23,planned,4,256
unification,2,8,37,planned,4,256
unification,4,8,11,planned,1,256
unification,4,8,23,planned,1,256
unification,4,8,37,planned,1,256
unification,4,8,11,planned,2,256
unification,4,8,23,planned,2,256
unification,4,8,37,planned,2,256
unification,4,8,11,planned,4,256
unification,4,8,23,planned,4,256
unification,4,8,37,planned,4,256
unification,8,8,11,planned,1,256
unification,8,8,23,planned,1,256
unification,8,8,37,planned,1,256
unification,8,8,11,planned,2,256
unification,8,8,23,planned,2,256
unification,8,8,37,planned,2,256
unification,8,8,11,planned,4,256
unification,8,8,23,planned,4,256
unification,8,8,37,planned,4,256
unification,1,12,11,planned,1,16
unification,1,12,23,planned,1,16
unification,1,12,37,planned,1,16
unification,1,12,11,planned,2,16
unification,1,12,23,planned,2,16
unification,1,12,37,planned,2,16
unification,1,12,11,planned,4,16
unification,1,12,23,planned,4,16
unification,1,12,37,planned,4,16
unification,2,12,11,planned,1,16
unification,2,12,23,planned,1,16
unification,2,12,37,planned,1,16
unification,2,12,11,planned,2,16
unification,2,12,23,planned,2,16
unification,2,12,37,planned,2,16
unification,2,12,11,planned,4,16
unification,2,12,23,planned,4,16
unification,2,12,37,planned,4,16
unification,4,12,11,planned,1,16
unification,4,12,23,planned,1,16
unification,4,12,37,planned,1,16
unification,4,12,11,planned,2,16
unification,4,12,23,planned,2,16
unification,4,12,37,planned,2,16
unification,4,12,11,planned,4,16
unification,4,12,23,planned,4,16
unification,4,12,37,planned,4,16
unification,8,12,11,planned,1,16
unification,8,12,23,planned,1,16
unification,8,12,37,planned,1,16
unification,8,12,11,planned,2,16
unification,8,12,23,planned,2,16
unification,8,12,37,planned,2,16
unification,8,12,11,planned,4,16
unification,8,12,23,planned,4,16
unification,8,12,37,planned,4,16
unification,1,12,11,planned,1,32
unification,1,12,23,planned,1,32
unification,1,12,37,planned,1,32
unification,1,12,11,planned,2,32
unification,1,12,23,planned,2,32
unification,1,12,37,planned,2,32
unification,1,12,11,planned,4,32
unification,1,12,23,planned,4,32
unification,1,12,37,planned,4,32
unification,2,12,11,planned,1,32
unification,2,12,23,planned,1,32
unification,2,12,37,planned,1,32
unification,2,12,11,planned,2,32
unification,2,12,23,planned,2,32
unification,2,12,37,planned,2,32
unification,2,12,11,planned,4,32
unification,2,12,23,planned,4,32
unification,2,12,37,planned,4,32
unification,4,12,11,planned,1,32
unification,4,12,23,planned,1,32
unification,4,12,37,planned,1,32
unification,4,12,11,planned,2,32
unification,4,12,23,planned,2,32
unification,4,12,37,planned,2,32
unification,4,12,11,planned,4,32
unification,4,12,23,planned,4,32
unification,4,12,37,planned,4,32
unification,8,12,11,planned,1,32
unification,8,12,23,planned,1,32
unification,8,12,37,planned,1,32
unification,8,12,11,planned,2,32
unification,8,12,23,planned,2,32
unification,8,12,37,planned,2,32
unification,8,12,11,planned,4,32
unification,8,12,23,planned,4,32
unification,8,12,37,planned,4,32
unification,1,12,11,planned,1,64
unification,1,12,23,planned,1,64
unification,1,12,37,planned,1,64
unification,1,12,11,planned,2,64
unification,1,12,23,planned,2,64
unification,1,12,37,planned,2,64
unification,1,12,11,planned,4,64
unification,1,12,23,planned,4,64
unification,1,12,37,planned,4,64
unification,2,12,11,planned,1,64
unification,2,12,23,planned,1,64
unification,2,12,37,planned,1,64
unification,2,12,11,planned,2,64
unification,2,12,23,planned,2,64
unification,2,12,37,planned,2,64
unification,2,12,11,planned,4,64
unification,2,12,23,planned,4,64
unification,2,12,37,planned,4,64
unification,4,12,11,planned,1,64
unification,4,12,23,planned,1,64
unification,4,12,37,planned,1,64
unification,4,12,11,planned,2,64
unification,4,12,23,planned,2,64
unification,4,12,37,planned,2,64
unification,4,12,11,planned,4,64
unification,4,12,23,planned,4,64
unification,4,12,37,planned,4,64
unification,8,12,11,planned,1,64
unification,8,12,23,planned,1,64
unification,8,12,37,planned,1,64
unification,8,12,11,planned,2,64
unification,8,12,23,planned,2,64
unification,8,12,37,planned,2,64
unification,8,12,11,planned,4,64
unification,8,12,23,planned,4,64
unification,8,12,37,planned,4,64
unification,1,12,11,planned,1,128
unification,1,12,23,planned,1,128
unification,1,12,37,planned,1,128
unification,1,12,11,planned,2,128
unification,1,12,23,planned,2,128
unification,1,12,37,planned,2,128
unification,1,12,11,planned,4,128
unification,1,12,23,planned,4,128
unification,1,12,37,planned,4,128
unification,2,12,11,planned,1,128
unification,2,12,23,planned,1,128
unification,2,12,37,planned,1,128
unification,2,12,11,planned,2,128
unification,2,12,23,planned,2,128
unification,2,12,37,planned,2,128
unification,2,12,11,planned,4,128
unification,2,12,23,planned,4,128
unification,2,12,37,planned,4,128
unification,4,12,11,planned,1,128
unification,4,12,23,planned,1,128
unification,4,12,37,planned,1,128
unification,4,12,11,planned,2,128
unification,4,12,23,planned,2,128
unification,4,12,37,planned,2,128
unification,4,12,11,planned,4,128
unification,4,12,23,planned,4,128
unification,4,12,37,planned,4,128
unification,8,12,11,planned,1,128
unification,8,12,23,planned,1,128
unification,8,12,37,planned,1,128
unification,8,12,11,planned,2,128
unification,8,12,23,planned,2,128
unification,8,12,37,planned,2,128
unification,8,12,11,planned,4,128
unification,8,12,23,planned,4,128
unification,8,12,37,planned,4,128
unification,1,12,11,planned,1,256
unification,1,12,23,planned,1,256
unification,1,12,37,planned,1,256
unification,1,12,11,planned,2,256
unification,1,12,23,planned,2,256
unification,1,12,37,planned,2,256
unification,1,12,11,planned,4,256
unification,1,12,23,planned,4,256
unification,1,12,37,planned,4,256
unification,2,12,11,planned,1,256
unification,2,12,23,planned,1,256
unification,2,12,37,planned,1,256
unification,2,12,11,planned,2,256
unification,2,12,23,planned,2,256
unification,2,12,37,planned,2,256
unification,2,12,11,planned,4,256
unification,2,12,23,planned,4,256
unification,2,12,37,planned,4,256
unification,4,12,11,planned,1,256
unification,4,12,23,planned,1,256
unification,4,12,37,planned,1,256
unification,4,12,11,planned,2,256
unification,4,12,23,planned,2,256
unification,4,12,37,planned,2,256
unification,4,12,11,planned,4,256
unification,4,12,23,planned,4,256
unification,4,12,37,planned,4,256
unification,8,12,11,planned,1,256
unification,8,12,23,planned,1,256
unification,8,12,37,planned,1,256
unification,8,12,11,planned,2,256
unification,8,12,23,planned,2,256
unification,8,12,37,planned,2,256
unification,8,12,11,planned,4,256
unification,8,12,23,planned,4,256
unification,8,12,37,planned,4,256
unification,1,16,11,planned,1,16
unification,1,16,23,planned,1,16
unification,1,16,37,planned,1,16
unification,1,16,11,planned,2,16
unification,1,16,23,planned,2,16
unification,1,16,37,planned,2,16
unification,1,16,11,planned,4,16
unification,1,16,23,planned,4,16
unification,1,16,37,planned,4,16
