dependency_span,first_top1_layer,generator_family,model_seed,nuisance_count,nuisance_type,override_crossing_layer,pattern_length,predictive_family_id,settling_delay,stable_override_layer,stable_top1_layer,surface_identity_id,top1_reversal_count
3,14,functor,23,2,N3,,3,functor:0:2-0,0,,14,"test:functor:N3:randomized:(2, 0):1",1
3,14,functor,23,2,N3,,3,functor:0:2-0,0,,14,"test:functor:N3:randomized:(2, 0):2",1
3,8,functor,23,2,N3,,3,functor:0:2-0,6,,14,"test:functor:N3:randomized:(2, 0):3",3
3,8,functor,23,2,N4,,3,functor:0:2-0,6,,14,"test:functor:N4:aligned:(2, 0):0",3
3,8,functor,23,2,N4,,3,functor:0:2-0,6,,14,"test:functor:N4:aligned:(2, 0):1",3
3,8,functor,23,2,N4,,3,functor:0:2-0,6,,14,"test:functor:N4:aligned:(2, 0):2",3
3,8,functor,23,2,N4,,3,functor:0:2-0,6,,14,"test:functor:N4:aligned:(2, 0):3",3
3,14,functor,23,2,N4,,3,functor:0:2-0,0,,14,"test:functor:N4:randomized:(2, 0):0",1
3,14,functor,23,2,N4,,3,functor:0:2-0,0,,14,"test:functor:N4:randomized:(2, 0):1",1
3,14,functor,23,2,N4,,3,functor:0:2-0,0,,14,"test:functor:N4:randomized:(2, 0):2",1
3,8,functor,23,2,N4,,3,functor:0:2-0,6,,14,"test:functor:N4:randomized:(2, 0):3",3
3,5,functor,23,0,N0,,3,functor:0:2-1,0,,5,"test:functor:N0:aligned:(2, 1):0",1
3,5,functor,23,0,N0,,3,functor:0:2-1,0,,5,"test:functor:N0:aligned:(2, 1):1",1
3,5,functor,23,0,N0,,3,functor:0:2-1,0,,5,"test:functor:N0:aligned:(2, 1):2",1
3,5,functor,23,0,N0,,3,functor:0:2-1,0,,5,"test:functor:N0:aligned:(2, 1):3",1
3,5,functor,23,0,N0,,3,functor:0:2-1,0,,5,"test:functor:N0:randomized:(2, 1):0",1
3,3,functor,23,0,N0,,3,functor:0:2-1,0,,3,"test:functor:N0:randomized:(2, 1):1",1
3,7,functor,23,0,N0,,3,functor:0:2-1,0,,7,"test:functor:N0:randomized:(2, 1):2",1
3,3,functor,23,0,N0,,3,functor:0:2-1,4,,7,"test:functor:N0:randomized:(2, 1):3",3
3,10,functor,23,2,N2,,3,functor:0:2-1,0,,10,"test:functor:N2:aligned:(2, 1):0",1
3,10,functor,23,2,N2,,3,functor:0:2-1,0,,10,"test:functor:N2:aligned:(2, 1):1",1
3,10,functor,23,2,N2,,3,functor:0:2-1,0,,10,"test:functor:N2:aligned:(2, 1):2",1
3,10,functor,23,2,N2,,3,functor:0:2-1,0,,10,"test:functor:N2:aligned:(2, 1):3",1
3,6,functor,23,2,N2,,3,functor:0:2-1,8,,14,"test:functor:N2:randomized:(2, 1):0",5
3,6,functor,23,2,N2,,3,functor:0:2-1,7,,13,"test:functor:N2:randomized:(2, 1):1",7
3,6,functor,23,2,N2,,3,functor:0:2-1,7,,13,"test:functor:N2:randomized:(2, 1):2",3
3,6,functor,23,2,N2,,3,functor:0:2-1,7,,13,"test:functor:N2:randomized:(2, 1):3",5
3,10,functor,23,2,N3,,3,functor:0:2-1,0,,10,"test:functor:N3:aligned:(2, 1):0",1
3,10,functor,23,2,N3,,3,functor:0:2-1,0,,10,"test:functor:N3:aligned:(2, 1):1",1
3,10,functor,23,2,N3,,3,functor:0:2-1,0,,10,"test:functor:N3:aligned:(2, 1):2",1
3,10,functor,23,2,N3,,3,functor:0:2-1,0,,10,"test:functor:N3:aligned:(2, 1):3",1
3,6,functor,23,2,N3,,3,functor:0:2-1,7,,13,"test:functor:N3:randomized:(2, 1):0",7
3,7,functor,23,2,N3,,3,functor:0:2-1,7,,14,"test:functor:N3:randomized:(2, 1):1",7
3,6,functor,23,2,N3,,3,functor:0:2-1,8,,14,"test:functor:N3:randomized:(2, 1):2",3
3,6,functor,23,2,N3,,3,functor:0:2-1,8,,14,"test:functor:N3:randomized:(2, 1):3",5
3,10,functor,23,2,N4,,3,functor:0:2-1,0,,10,"test:functor:N4:aligned:(2, 1):0",1
3,10,functor,23,2,N4,,3,functor:0:2-1,0,,10,"test:functor:N4:aligned:(2, 1):1",1
3,10,functor,23,2,N4,,3,functor:0:2-1,0,,10,"test:functor:N4:aligned:(2, 1):2",1
3,10,functor,23,2,N4,,3,functor:0:2-1,0,,10,"test:functor:N4:aligned:(2, 1):3",1
3,6,functor,23,2,N4,,3,functor:0:2-1,8,,14,"test:functor:N4:randomized:(2, 1):0",9
3,6,functor,23,2,N4,,3,functor:0:2-1,8,,14,"test:functor:N4:randomized:(2, 1):1",5
3,6,functor,23,2,N4,,3,functor:0:2-1,8,,14,"test:functor:N4:randomized:(2, 1):2",3
3,14,functor,23,2,N4,,3,functor:0:2-1,0,,14,"test:functor:N4:randomized:(2, 1):3",1
3,3,functor,23,0,N0,,3,functor:0:2-2,2,,5,"test:functor:N0:aligned:(2, 2):0",3
3,3,functor,23,0,N0,,3,functor:0:2-2,2,,5,"test:functor:N0:aligned:(2, 2):1",3
3,3,functor,23,0,N0,,3,functor:0:2-2,2,,5,"test:functor:N0:aligned:(2, 2):2",3
3,3,functor,23,0,N0,,3,functor:0:2-2,2,,5,"test:functor:N0:aligned:(2, 2):3",3
3,3,functor,23,0,N0,,3,functor:0:2-2,4,,7,"test:functor:N0:randomized:(2, 2):0",3
3,3,functor,23,0,N0,,3,functor:0:2-2,0,,3,"test:functor:N0:randomized:(2, 2):1",1
3,5,functor,23,0,N0,,3,functor:0:2-2,0,,5,"test:functor:N0:randomized:(2, 2):2",1
3,3,functor,23,0,N0,,3,functor:0:2-2,0,,3,"test:functor:N0:randomized:(2, 2):3",1
3,6,functor,23,2,N2,,3,functor:0:2-2,4,,10,"test:functor:N2:aligned:(2, 2):0",3
3,6,functor,23,2,N2,,3,functor:0:2-2,4,,10,"test:functor:N2:aligned:(2, 2):1",3
3,6,functor,23,2,N2,,3,functor:0:2-2,4,,10,"test:functor:N2:aligned:(2, 2):2",3
3,6,functor,23,2,N2,,3,functor:0:2-2,3,,9,"test:functor:N2:aligned:(2, 2):3",3
3,7,functor,23,2,N2,,3,functor:0:2-2,2,,9,"test:functor:N2:randomized:(2, 2):0",3
3,6,functor,23,2,N2,,3,functor:0:2-2,0,,6,"test:functor:N2:randomized:(2, 2):1",1
3,6,functor,23,2,N2,,3,functor:0:2-2,5,,11,"test:functor:N2:randomized:(2, 2):2",3
3,6,functor,23,2,N2,,3,functor:0:2-2,4,,10,"test:functor:N2:randomized:(2, 2):3",5
3,6,functor,23,2,N3,,3,functor:0:2-2,4,,10,"test:functor:N3:aligned:(2, 2):0",3
3,6,functor,23,2,N3,,3,functor:0:2-2,4,,10,"test:functor:N3:aligned:(2, 2):1",3
3,6,functor,23,2,N3,,3,functor:0:2-2,4,,10,"test:functor:N3:aligned:(2, 2):2",3
3,6,functor,23,2,N3,,3,functor:0:2-2,4,,10,"test:functor:N3:aligned:(2, 2):3",3
3,6,functor,23,2,N3,,3,functor:0:2-2,4,,10,"test:functor:N3:randomized:(2, 2):0",5
3,6,functor,23,2,N3,,3,functor:0:2-2,0,,6,"test:functor:N3:randomized:(2, 2):1",1
3,6,functor,23,2,N3,,3,functor:0:2-2,0,,6,"test:functor:N3:randomized:(2, 2):2",1
3,6,functor,23,2,N3,,3,functor:0:2-2,4,,10,"test:functor:N3:randomized:(2, 2):3",5
3,6,functor,23,2,N4,,3,functor:0:2-2,4,,10,"test:functor:N4:aligned:(2, 2):0",3
3,6,functor,23,2,N4,,3,functor:0:2-2,4,,10,"test:functor:N4:aligned:(2, 2):1",3
3,6,functor,23,2,N4,,3,functor:0:2-2,4,,10,"test:functor:N4:aligned:(2, 2):2",3
3,6,functor,23,2,N4,,3,functor:0:2-2,4,,10,"test:functor:N4:aligned:(2, 2):3",3
3,7,functor,23,2,N4,,3,functor:0:2-2,2,,9,"test:functor:N4:randomized:(2, 2):0",3
3,6,functor,23,2,N4,,3,functor:0:2-2,4,,10,"test:functor:N4:randomized:(2, 2):1",3
3,6,functor,23,2,N4,,3,functor:0:2-2,10,,16,"test:functor:N4:randomized:(2, 2):2",3
3,6,functor,23,2,N4,,3,functor:0:2-2,5,,11,"test:functor:N4:randomized:(2, 2):3",3
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:aligned:(2, 3):0",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:aligned:(2, 3):1",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:aligned:(2, 3):2",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:aligned:(2, 3):3",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:randomized:(2, 3):0",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:randomized:(2, 3):1",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:randomized:(2, 3):2",1
3,5,functor,23,0,N0,,3,functor:0:2-3,0,,5,"test:functor:N0:randomized:(2, 3):3",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:aligned:(2, 3):0",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:aligned:(2, 3):1",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:aligned:(2, 3):2",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:aligned:(2, 3):3",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:randomized:(2, 3):0",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:randomized:(2, 3):1",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:randomized:(2, 3):2",1
3,10,functor,23,2,N2,,3,functor:0:2-3,0,,10,"test:functor:N2:randomized:(2, 3):3",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:aligned:(2, 3):0",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:aligned:(2, 3):1",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:aligned:(2, 3):2",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:aligned:(2, 3):3",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:randomized:(2, 3):0",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:randomized:(2, 3):1",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:randomized:(2, 3):2",1
3,10,functor,23,2,N3,,3,functor:0:2-3,0,,10,"test:functor:N3:randomized:(2, 3):3",1
3,10,functor,23,2,N4,,3,functor:0:2-3,0,,10,"test:functor:N4:aligned:(2, 3):0",1
3,10,functor,23,2,N4,,3,functor:0:2-3,0,,10,"test:functor:N4:aligned:(2, 3):1",1
3,10,functor,23,2,N4,,3,functor:0:2-3,0,,10,"test:functor:N4:aligned:(2, 3):2",1
3,10,functor,23,2,N4,,3,functor:0:2-3,0,,10,"test:functor:N4:aligned:(2, 3):3",1
3,10,functor,23,2,N4,,3,functor:0:2-3,0,,10,"test:functor:N4:randomized:(2, 3):0",1
3,10,functor,23,2,N4,,3,functor:0:2-3,,,,"test:functor:N4:randomized:(2, 3):1",8
3,10,functor,23,2,N4,,3,functor:0:2-3,4,,14,"test:functor:N4:randomized:(2, 3):2",5
3,10,functor,23,2,N4,,3,functor:0:2-3,0,,10,"test:functor:N4:randomized:(2, 3):3",1
3,5,functor,23,0,N0,,3,functor:0:3-0,2,,7,"test:functor:N0:aligned:(3, 0):0",3
3,5,functor,23,0,N0,,3,functor:0:3-0,2,,7,"test:functor:N0:aligned:(3, 0):1",3
3,5,functor,23,0,N0,,3,functor:0:3-0,2,,7,"test:functor:N0:aligned:(3, 0):2",3
3,5,functor,23,0,N0,,3,functor:0:3-0,2,,7,"test:functor:N0:aligned:(3, 0):3",3
3,7,functor,23,0,N0,,3,functor:0:3-0,0,,7,"test:functor:N0:randomized:(3, 0):0",1
3,7,functor,23,0,N0,,3,functor:0:3-0,0,,7,"test:functor:N0:randomized:(3, 0):1",1
3,7,functor,23,0,N0,,3,functor:0:3-0,0,,7,"test:functor:N0:randomized:(3, 0):2",1
3,7,functor,23,0,N0,,3,functor:0:3-0,0,,7,"test:functor:N0:randomized:(3, 0):3",1
3,11,functor,23,2,N2,,3,functor:0:3-0,3,,14,"test:functor:N2:aligned:(3, 0):0",3
3,10,functor,23,2,N2,,3,functor:0:3-0,4,,14,"test:functor:N2:aligned:(3, 0):1",3
3,14,functor,23,2,N2,,3,functor:0:3-0,0,,14,"test:functor:N2:aligned:(3, 0):2",1
3,14,functor,23,2,N2,,3,functor:0:3-0,0,,14,"test:functor:N2:aligned:(3, 0):3",1
3,14,functor,23,2,N2,,3,functor:0:3-0,0,,14,"test:functor:N2:randomized:(3, 0):0",1
3,14,functor,23,2,N2,,3,functor:0:3-0,0,,14,"test:functor:N2:randomized:(3, 0):1",1
3,14,functor,23,2,N2,,3,functor:0:3-0,0,,14,"test:functor:N2:randomized:(3, 0):2",1
3,14,functor,23,2,N2,,3,functor:0:3-0,0,,14,"test:functor:N2:randomized:(3, 0):3",1
3,10,functor,23,2,N3,,3,functor:0:3-0,4,,14,"test:functor:N3:aligned:(3, 0):0",3
3,14,functor,23,2,N3,,3,functor:0:3-0,0,,14,"test:functor:N3:aligned:(3, 0):1",1
3,14,functor,23,2,N3,,3,functor:0:3-0,0,,14,"test:functor:N3:aligned:(3, 0):2",1
3,10,functor,23,2,N3,,3,functor:0:3-0,4,,14,"test:functor:N3:aligned:(3, 0):3",3
3,14,functor,23,2,N3,,3,functor:0:3-0,0,,14,"test:functor:N3:randomized:(3, 0):0",1
3,10,functor,23,2,N3,,3,functor:0:3-0,4,,14,"test:functor:N3:randomized:(3, 0):1",3
3,10,functor,23,2,N3,,3,functor:0:3-0,4,,14,"test:functor:N3:randomized:(3, 0):2",5
3,11,functor,23,2,N3,,3,functor:0:3-0,3,,14,"test:functor:N3:randomized:(3, 0):3",3
3,14,functor,23,2,N4,,3,functor:0:3-0,0,,14,"test:functor:N4:aligned:(3, 0):0",1
3,14,functor,23,2,N4,,3,functor:0:3-0,0,,14,"test:functor:N4:aligned:(3, 0):1",1
3,14,functor,23,2,N4,,3,functor:0:3-0,0,,14,"test:functor:N4:aligned:(3, 0):2",1
3,14,functor,23,2,N4,,3,functor:0:3-0,0,,14,"test:functor:N4:aligned:(3, 0):3",1
3,14,functor,23,2,N4,,3,functor:0:3-0,0,,14,"test:functor:N4:randomized:(3, 0):0",1
3,14,functor,23,2,N4,,3,functor:0:3-0,0,,14,"test:functor:N4:randomized:(3, 0):1",1
3,11,functor,23,2,N4,,3,functor:0:3-0,3,,14,"test:functor:N4:randomized:(3, 0):2",3
3,11,functor,23,2,N4,,3,functor:0:3-0,3,,14,"test:functor:N4:randomized:(3, 0):3",3
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:aligned:(3, 1):0",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:aligned:(3, 1):1",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:aligned:(3, 1):2",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:aligned:(3, 1):3",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:randomized:(3, 1):0",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:randomized:(3, 1):1",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:randomized:(3, 1):2",1
3,3,functor,23,0,N0,,3,functor:0:3-1,0,,3,"test:functor:N0:randomized:(3, 1):3",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:aligned:(3, 1):0",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:aligned:(3, 1):1",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:aligned:(3, 1):2",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:aligned:(3, 1):3",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:randomized:(3, 1):0",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:randomized:(3, 1):1",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:randomized:(3, 1):2",1
3,6,functor,23,2,N2,,3,functor:0:3-1,0,,6,"test:functor:N2:randomized:(3, 1):3",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:aligned:(3, 1):0",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:aligned:(3, 1):1",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:aligned:(3, 1):2",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:aligned:(3, 1):3",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:randomized:(3, 1):0",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:randomized:(3, 1):1",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:randomized:(3, 1):2",1
3,6,functor,23,2,N3,,3,functor:0:3-1,0,,6,"test:functor:N3:randomized:(3, 1):3",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:aligned:(3, 1):0",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:aligned:(3, 1):1",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:aligned:(3, 1):2",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:aligned:(3, 1):3",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:randomized:(3, 1):0",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:randomized:(3, 1):1",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:randomized:(3, 1):2",1
3,6,functor,23,2,N4,,3,functor:0:3-1,0,,6,"test:functor:N4:randomized:(3, 1):3",1
3,3,functor,23,0,N0,,3,functor:0:3-2,0,,3,"test:functor:N0:aligned:(3, 2):0",1
3,3,functor,23,0,N0,,3,functor:0:3-2,0,,3,"test:functor:N0:aligned:(3, 2):1",1
3,3,functor,23,0,N0,,3,functor:0:3-2,0,,3,"test:functor:N0:aligned:(3, 2):2",1
3,3,functor,23,0,N0,,3,functor:0:3-2,0,,3,"test:functor:N0:aligned:(3, 2):3",1
3,5,functor,23,0,N0,,3,functor:0:3-2,0,,5,"test:functor:N0:randomized:(3, 2):0",1
3,5,functor,23,0,N0,,3,functor:0:3-2,0,,5,"test:functor:N0:randomized:(3, 2):1",1
3,5,functor,23,0,N0,,3,functor:0:3-2,0,,5,"test:functor:N0:randomized:(3, 2):2",1
3,5,functor,23,0,N0,,3,functor:0:3-2,0,,5,"test:functor:N0:randomized:(3, 2):3",1
3,6,functor,23,2,N2,,3,functor:0:3-2,0,,6,"test:functor:N2:aligned:(3, 2):0",1
3,6,functor,23,2,N2,,3,functor:0:3-2,0,,6,"test:functor:N2:aligned:(3, 2):1",1
3,6,functor,23,2,N2,,3,functor:0:3-2,0,,6,"test:functor:N2:aligned:(3, 2):2",1
3,6,functor,23,2,N2,,3,functor:0:3-2,0,,6,"test:functor:N2:aligned:(3, 2):3",1
3,10,functor,23,2,N2,,3,functor:0:3-2,0,,10,"test:functor:N2:randomized:(3, 2):0",1
3,10,functor,23,2,N2,,3,functor:0:3-2,0,,10,"test:functor:N2:randomized:(3, 2):1",1
3,7,functor,23,2,N2,,3,functor:0:3-2,2,,9,"test:functor:N2:randomized:(3, 2):2",3
3,10,functor,23,2,N2,,3,functor:0:3-2,0,,10,"test:functor:N2:randomized:(3, 2):3",1
3,6,functor,23,2,N3,,3,functor:0:3-2,0,,6,"test:functor:N3:aligned:(3, 2):0",1
3,6,functor,23,2,N3,,3,functor:0:3-2,0,,6,"test:functor:N3:aligned:(3, 2):1",1
3,6,functor,23,2,N3,,3,functor:0:3-2,0,,6,"test:functor:N3:aligned:(3, 2):2",1
3,6,functor,23,2,N3,,3,functor:0:3-2,0,,6,"test:functor:N3:aligned:(3, 2):3",1
3,10,functor,23,2,N3,,3,functor:0:3-2,0,,10,"test:functor:N3:randomized:(3, 2):0",1
3,9,functor,23,2,N3,,3,functor:0:3-2,0,,9,"test:functor:N3:randomized:(3, 2):1",1
3,10,functor,23,2,N3,,3,functor:0:3-2,0,,10,"test:functor:N3:randomized:(3, 2):2",1
3,7,functor,23,2,N3,,3,functor:0:3-2,2,,9,"test:functor:N3:randomized:(3, 2):3",3
3,6,functor,23,2,N4,,3,functor:0:3-2,0,,6,"test:functor:N4:aligned:(3, 2):0",1
3,6,functor,23,2,N4,,3,functor:0:3-2,0,,6,"test:functor:N4:aligned:(3, 2):1",1
3,6,functor,23,2,N4,,3,functor:0:3-2,0,,6,"test:functor:N4:aligned:(3, 2):2",1
3,6,functor,23,2,N4,,3,functor:0:3-2,0,,6,"test:functor:N4:aligned:(3, 2):3",1
3,7,functor,23,2,N4,,3,functor:0:3-2,2,,9,"test:functor:N4:randomized:(3, 2):0",3
3,10,functor,23,2,N4,,3,functor:0:3-2,0,,10,"test:functor:N4:randomized:(3, 2):1",1
3,10,functor,23,2,N4,,3,functor:0:3-2,0,,10,"test:functor:N4:randomized:(3, 2):2",1
3,10,functor,23,2,N4,,3,functor:0:3-2,0,,10,"test:functor:N4:randomized:(3, 2):3",1
3,4,functor,23,0,N0,,3,functor:0:3-3,0,,4,"test:functor:N0:aligned:(3, 3):0",1
3,4,functor,23,0,N0,,3,functor:0:3-3,0,,4,"test:functor:N0:aligned:(3, 3):1",1
3,4,functor,23,0,N0,,3,functor:0:3-3,0,,4,"test:functor:N0:aligned:(3, 3):2",1
3,4,functor,23,0,N0,,3,functor:0:3-3,0,,4,"test:functor:N0:aligned:(3, 3):3",1
3,5,functor,23,0,N0,,3,functor:0:3-3,0,,5,"test:functor:N0:randomized:(3, 3):0",1
3,5,functor,23,0,N0,,3,functor:0:3-3,0,,5,"test:functor:N0:randomized:(3, 3):1",1
3,5,functor,23,0,N0,,3,functor:0:3-3,0,,5,"test:functor:N0:randomized:(3, 3):2",1
3,5,functor,23,0,N0,,3,functor:0:3-3,0,,5,"test:functor:N0:randomized:(3, 3):3",1
3,8,functor,23,2,N2,,3,functor:0:3-3,0,,8,"test:functor:N2:aligned:(3, 3):0",1
3,8,functor,23,2,N2,,3,functor:0:3-3,0,,8,"test:functor:N2:aligned:(3, 3):1",1
3,8,functor,23,2,N2,,3,functor:0:3-3,0,,8,"test:functor:N2:aligned:(3, 3):2",1
3,8,functor,23,2,N2,,3,functor:0:3-3,0,,8,"test:functor:N2:aligned:(3, 3):3",1
3,10,functor,23,2,N2,,3,functor:0:3-3,0,,10,"test:functor:N2:randomized:(3, 3):0",1
3,10,functor,23,2,N2,,3,functor:0:3-3,0,,10,"test:functor:N2:randomized:(3, 3):1",1
3,10,functor,23,2,N2,,3,functor:0:3-3,0,,10,"test:functor:N2:randomized:(3, 3):2",1
3,10,functor,23,2,N2,,3,functor:0:3-3,0,,10,"test:functor:N2:randomized:(3, 3):3",1
3,8,functor,23,2,N3,,3,functor:0:3-3,0,,8,"test:functor:N3:aligned:(3, 3):0",1
3,8,functor,23,2,N3,,3,functor:0:3-3,0,,8,"test:functor:N3:aligned:(3, 3):1",1
3,8,functor,23,2,N3,,3,functor:0:3-3,0,,8,"test:functor:N3:aligned:(3, 3):2",1
3,8,functor,23,2,N3,,3,functor:0:3-3,0,,8,"test:functor:N3:aligned:(3, 3):3",1
3,8,functor,23,2,N3,,3,functor:0:3-3,2,,10,"test:functor:N3:randomized:(3, 3):0",3
3,10,functor,23,2,N3,,3,functor:0:3-3,0,,10,"test:functor:N3:randomized:(3, 3):1",1
3,10,functor,23,2,N3,,3,functor:0:3-3,0,,10,"test:functor:N3:randomized:(3, 3):2",1
3,10,functor,23,2,N3,,3,functor:0:3-3,0,,10,"test:functor:N3:randomized:(3, 3):3",1
3,8,functor,23,2,N4,,3,functor:0:3-3,0,,8,"test:functor:N4:aligned:(3, 3):0",1
3,8,functor,23,2,N4,,3,functor:0:3-3,0,,8,"test:functor:N4:aligned:(3, 3):1",1
3,8,functor,23,2,N4,,3,functor:0:3-3,0,,8,"test:functor:N4:aligned:(3, 3):2",1
3,8,functor,23,2,N4,,3,functor:0:3-3,0,,8,"test:functor:N4:aligned:(3, 3):3",1
3,10,functor,23,2,N4,,3,functor:0:3-3,0,,10,"test:functor:N4:randomized:(3, 3):0",1
3,10,functor,23,2,N4,,3,functor:0:3-3,0,,10,"test:functor:N4:randomized:(3, 3):1",1
3,10,functor,23,2,N4,,3,functor:0:3-3,0,,10,"test:functor:N4:randomized:(3, 3):2",1
3,10,functor,23,2,N4,,3,functor:0:3-3,0,,10,"test:functor:N4:randomized:(3, 3):3",1
3,5,functor,23,0,N0,,3,functor:1:0-0,0,,5,"test:functor:N0:aligned:(0, 0):0",1
3,5,functor,23,0,N0,,3,functor:1:0-0,0,,5,"test:functor:N0:aligned:(0, 0):1",1
3,5,functor,23,0,N0,,3,functor:1:0-0,0,,5,"test:functor:N0:aligned:(0, 0):2",1
3,5,functor,23,0,N0,,3,functor:1:0-0,0,,5,"test:functor:N0:aligned:(0, 0):3",1
3,5,functor,23,0,N0,,3,functor:1:0-0,0,,5,"test:functor:N0:randomized:(0, 0):0",1
3,5,functor,23,0,N0,,3,functor:1:0-0,0,,5,"test:functor:N0:randomized:(0, 0):1",1
3,3,functor,23,0,N0,,3,functor:1:0-0,0,,3,"test:functor:N0:randomized:(0, 0):2",1
3,3,functor,23,0,N0,,3,functor:1:0-0,0,,3,"test:functor:N0:randomized:(0, 0):3",1
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:aligned:(0, 0):0",1
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:aligned:(0, 0):1",1
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:aligned:(0, 0):2",1
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:aligned:(0, 0):3",1
3,8,functor,23,2,N2,,3,functor:1:0-0,2,,10,"test:functor:N2:randomized:(0, 0):0",3
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:randomized:(0, 0):1",1
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:randomized:(0, 0):2",1
3,10,functor,23,2,N2,,3,functor:1:0-0,0,,10,"test:functor:N2:randomized:(0, 0):3",1
3,10,functor,23,2,N3,,3,functor:1:0-0,0,,10,"test:functor:N3:aligned:(0, 0):0",1
3,10,functor,23,2,N3,,3,functor:1:0-0,0,,10,"test:functor:N3:aligned:(0, 0):1",1
3,10,functor,23,2,N3,,3,functor:1:0-0,0,,10,"test:functor:N3:aligned:(0, 0):2",1
3,10,functor,23,2,N3,,3,functor:1:0-0,0,,10,"test:functor:N3:aligned:(0, 0):3",1
3,10,functor,23,2,N3,,3,functor:1:0-0,0,,10,"test:functor:N3:randomized:(0, 0):0",1
3,7,functor,23,2,N3,,3,functor:1:0-0,2,,9,"test:functor:N3:randomized:(0, 0):1",3
